SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1080 Park Blvd #1801,San Diego,CA,92101,829900,2,2,92101 - San Diego Downtown,1191,,2007,7,697,715,Active,,,https://www.redfin.com/CA/San-Diego/1080-Park-Blvd-92101/unit-1801/home/17200794,CRMLS,NDP2210021,N,Y,32.7163392,-117.1540942
MLS Listing,,Single Family Residential,13477 Sydney Rae Pl,San Diego,CA,92129,1299000,4,3,Torrey Highlands,1920,4694,2011,7,677,162,Active,,,https://www.redfin.com/CA/San-Diego/13477-Sydney-Rae-Pl-92129/home/22659527,SDMLS,220024979,N,Y,32.9662285,-117.1531066
MLS Listing,,Condo/Co-op,2855 5th Ave #501,San Diego,CA,92103,2150000,2,2,San Diego,1875,,2018,7,1147,1724,Active,,,https://www.redfin.com/CA/San-Diego/2855-Fifth-Ave-92103/unit-501/home/167587922,SDMLS,220024978,N,Y,32.7353992,-117.1598845
MLS Listing,,Single Family Residential,17768 Caminito Balata,San Diego,CA,92128,1250000,2,2,Rancho Bernardo,1597,180116,1985,7,783,291,Active,,,https://www.redfin.com/CA/San-Diego/17768-Caminito-Balata-92128/home/4240553,SDMLS,220024977,N,Y,33.0324661,-117.0532385
MLS Listing,,Condo/Co-op,4663 Iowa St #5,San Diego,CA,92116,620000,2,2,Normal Heights,844,6092,1985,8,735,240,Active,,,https://www.redfin.com/CA/San-Diego/4663-Iowa-St-92116/unit-5/home/12155757,SDMLS,220024957,N,Y,32.7625572,-117.125694
MLS Listing,,Condo/Co-op,860 Turquoise St #122,San Diego,CA,92109,499900,0,1,Pacific Beach,460,41803,1980,8,1087,355,Active,,,https://www.redfin.com/CA/San-Diego/860-Turquoise-St-92109/unit-122/home/6655006,SDMLS,220024974,N,Y,32.8090717,-117.257829
MLS Listing,,Single Family Residential,11380 Ironwood Rd,San Diego,CA,92131,1225000,4,2,92131 - Scripps Miramar,1541,5500,1973,8,795,,Active,,,https://www.redfin.com/CA/San-Diego/11380-Ironwood-Rd-92131/home/4809356,CRMLS,PTP2206482,N,Y,32.9084829,-117.0903716
MLS Listing,,Single Family Residential,3238 Villanova Ave,San Diego,CA,92122,1578000,4,2,92122 - University City,1754,6500,1967,8,900,,Active,,,https://www.redfin.com/CA/San-Diego/3238-Villanova-Ave-92122/home/6405815,CRMLS,NDP2210015,N,Y,32.8560322,-117.2140079
MLS Listing,,Single Family Residential,1528 Hawken Dr,San Diego,CA,92154,700000,4,2.5,92154 - Otay Mesa,1696,4605,2004,8,413,94,Active,,,https://www.redfin.com/CA/San-Diego/1528-Hawken-Dr-92154/home/6576345,CRMLS,PTP2206480,N,Y,32.5658741,-117.0331351
MLS Listing,,Single Family Residential,11011 Mont Blanc Dr,San Diego,CA,92126,1899900,5,4.5,Mira Mesa,3463,,2022,8,549,273,Active,,,https://www.redfin.com/CA/San-Diego/11011-Mont-Blanc-Dr-92126/home/181801827,SDMLS,220024967,N,Y,32.8927,-117.1677
MLS Listing,,Townhouse,2854 Avella Cir,San Diego,CA,92108,1250000,3,2.5,Mission Valley,1512,,2021,8,827,510,Active,,,https://www.redfin.com/CA/San-Diego/2854-Avella-Cir-92108/home/178694141,SDMLS,220024964,N,Y,32.7815515,-117.1439848
MLS Listing,,Condo/Co-op,6455 La Jolla Blvd #335,La Jolla,CA,92037,615000,1,1,92037 - La Jolla,713,135907,1970,8,863,329,Active,,,https://www.redfin.com/CA/La-Jolla/6455-La-Jolla-Blvd-92037/unit-335/home/4919361,CRMLS,NDP2210013,N,Y,32.8259837,-117.2762457
MLS Listing,,Single Family Residential,935 Caleb Ct,San Diego,CA,92154,749900,6,4,South Sd,2800,,1977,8,268,,Active,,,https://www.redfin.com/CA/San-Diego/935-Caleb-Ct-92154/home/6160289,SDMLS,220024963,N,Y,32.5804233,-117.0589739
MLS Listing,,Condo/Co-op,700 Front St #1202,San Diego,CA,92101,1850000,2,2.5,Downtown,1940,59761,1986,8,954,1834,Active,,,https://www.redfin.com/CA/San-Diego/700-Front-St-92101/unit-1202/home/6434184,SDMLS,220024955,N,Y,32.7133489,-117.1648566
MLS Listing,,Single Family Residential,12641 Stella Ln Unit HS 82 Plan 1,San Diego,CA,92129,1665000,4,2,Rancho Penasquitos,2495,,2022,8,667,300,Active,,,https://www.redfin.com/CA/San-Diego/12641-Stella-Ln-92129/unit-HS-82-Plan-1/home/182070378,SDMLS,220024953,N,Y,32.9525873,-117.1516138
MLS Listing,,Single Family Residential,8501 Pinecrest Ave,Serra Mesa,CA,92123,1048500,3,2,Serra Mesa,1134,9000,1958,8,925,,Active,,,https://www.redfin.com/CA/San-Diego/8501-Pinecrest-Ave-92123/home/5209975,SDMLS,220024952,N,Y,32.7987152,-117.1455243
MLS Listing,,Single Family Residential,1330 Goshen St,San Diego,CA,92110,899900,2,1,92110 - Old Town Sd,1176,5140,1950,8,765,,Active,,,https://www.redfin.com/CA/San-Diego/1330-Goshen-St-92110/home/5238026,CRMLS,PTP2206475,N,Y,32.76962,-117.1881656
MLS Listing,,Condo/Co-op,10557 Greenford Dr,San Diego,CA,92126,465000,2,2,Mira Mesa,1090,103674,1973,8,427,323,Active,,,https://www.redfin.com/CA/San-Diego/10557-Greenford-Dr-92126/home/4802676,SDMLS,220024944,N,Y,32.9110333,-117.1309685
MLS Listing,,Condo/Co-op,3955 Honeycutt St #201,San Diego,CA,92109,1049900,2,2,San Diego,1063,,1980,6,988,525,Active,,,https://www.redfin.com/CA/San-Diego/3955-Honeycutt-St-92109/unit-201/home/5194050,SDMLS,220024943,N,Y,32.792971,-117.2315558
MLS Listing,,Single Family Residential,4945 EMELENE St,San Diego,CA,92109,2595000,5,4,92109 - Pacific Beach,3514,6800,1995,8,738,,Active,,,https://www.redfin.com/CA/San-Diego/4945-Emelene-St-92109/home/5137196,CRMLS,NDP2210004,N,Y,32.8082128,-117.2382852
MLS Listing,,Single Family Residential,2891 Whitney,San Diego,CA,92111,979000,3,3,Linda Vista,1615,,1959,8,606,,Active,,,https://www.redfin.com/CA/San-Diego/2891-Whitney-St-92111/home/5207969,SDMLS,220024940,N,Y,32.7968504,-117.1686151
MLS Listing,,Single Family Residential,2818 Erie St,San Diego,CA,92117,1895000,4,3.5,Bay Park,2304,7300,1972,6,822,,Active,,,https://www.redfin.com/CA/San-Diego/2818-Erie-St-92117/home/5203204,SDMLS,220024939,N,Y,32.7918258,-117.2022242
MLS Listing,,Townhouse,13314 Kibbings Rd,San Diego,CA,92130,1174000,3,2.5,Carmel Valley,1604,,1990,8,732,270,Active,,,https://www.redfin.com/CA/San-Diego/13314-Kibbings-Rd-92130/home/4472434,SDMLS,220024935,N,Y,32.9611016,-117.2336591
MLS Listing,,Single Family Residential,2912 Preece St,San Diego,CA,92111,899000,3,2,92111 - Linda Vista,1422,5800,1990,8,632,,Active,,,https://www.redfin.com/CA/San-Diego/2912-Preece-St-92111/home/5222766,CRMLS,PTP2206467,N,Y,32.7956236,-117.1770925
MLS Listing,,Single Family Residential,2902 W Porter Rd,San Diego,CA,92106,2140000,4,2.5,Point Loma,2838,4282,2004,8,754,93,Active,,,https://www.redfin.com/CA/San-Diego/2902-W-Porter-Rd-92106/home/6564120,SDMLS,220024934,N,Y,32.7336304,-117.220163
MLS Listing,,Single Family Residential,16778 Santanella St,San Diego,CA,92127,1999000,5,4,Rancho Bernardo,3540,,2002,8,565,115,Active,,,https://www.redfin.com/CA/San-Diego/16778-Santanella-St-92127/home/6267716,SDMLS,220024932,N,Y,33.0107456,-117.1058388
MLS Listing,,Townhouse,16755 Coyote Bush Dr #50,San Diego,CA,92127,1280000,3,3.5,Rancho Bernardo,2315,,2019,8,553,380,Active,,,https://www.redfin.com/CA/San-Diego/16755-Coyote-Bush-Dr-92127/unit-50/home/167684366,SDMLS,220024826,N,Y,33.0199937,-117.1282677
MLS Listing,,Single Family Residential,2319 Spring Oak Way,San Diego,CA,92139,824900,5,3,92139 - Paradise Hills,1984,6709,1983,8,416,,Active,,,https://www.redfin.com/CA/San-Diego/2319-Spring-Oak-Way-92139/home/6060635,CRMLS,PTP2206465,N,Y,32.6859762,-117.0337788
MLS Listing,,Single Family Residential,14237 Green Valley Ct,San Diego,CA,92131,2300000,4,4,Scripps Ranch,4257,,2009,8,540,145,Active,,,https://www.redfin.com/CA/San-Diego/14237-Green-Valley-Ct-92131/home/21730331,SDMLS,220024931,N,Y,32.9241227,-117.0338478
MLS Listing,,Condo/Co-op,235 N 50TH St #23,San Diego,CA,92102,319000,3,2,San Diego,792,,1987,9,403,311,Active,,,https://www.redfin.com/CA/San-Diego/235-50th-St-92102/unit-23/home/6569332,SDMLS,220024930,N,Y,32.7056127,-117.0865333
MLS Listing,,Single Family Residential,2227 Flintridge Dr,San Diego,CA,92139,739000,4,3,Paradise Hills,1595,8100,1954,9,463,,Active,,,https://www.redfin.com/CA/San-Diego/2227-Flintridge-Dr-92139/home/6043299,SDMLS,220024927,N,Y,32.6766859,-117.067983
MLS Listing,,Single Family Residential,1045 Van Nuys St,San Diego,CA,92109,4300000,4,4.5,Pacific Beach,3311,,2009,9,1299,,Active,,,https://www.redfin.com/CA/San-Diego/1045-Van-Nuys-St-92109/home/5124304,SDMLS,220024926,N,Y,32.8122175,-117.2552799
MLS Listing,,Condo/Co-op,4466 41st St,San Diego,CA,92116,391000,1,1,Kensington,576,,1980,9,679,210,Active,,,https://www.redfin.com/CA/San-Diego/4466-41st-St-92116/home/182055573,SDMLS,220024922,N,Y,32.7583343,-117.1074705
