SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2376 LANAO Ln,San Diego,CA,92154,699000,5,3,92154 - Otay Mesa,2129,4668,1987,3,328,,Active,October-9-2022 12:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/2376-Lanao-Ln-92154/home/6153117,CRMLS,PTP2206588,N,Y,32.5843755,-117.0745584
MLS Listing,,Single Family Residential,1319 31st St,San Diego,CA,92102,924900,2,2,92102 - San Diego,1235,2828,1927,3,749,,Active,,,https://www.redfin.com/CA/San-Diego/1319-31st-St-92102/home/5822845,CRMLS,PTP2206585,N,Y,32.71949,-117.127314
MLS Listing,,Condo/Co-op,2380 Ritva Pl #2,San Diego,CA,92139,469000,2,1,92139 - Paradise Hills,866,,1980,3,542,245,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/2380-Ritva-Pl-92139/unit-2/home/6053718,CRMLS,PTP2206582,N,Y,32.6810586,-117.0456411
MLS Listing,,Single Family Residential,6203 Alderley St,San Diego,CA,92114,595000,3,2,92114 - Encanto,1107,5600,1962,3,537,,Active,,,https://www.redfin.com/CA/San-Diego/6203-Alderley-St-92114/home/5884761,CRMLS,PTP2206581,N,Y,32.7003962,-117.0649504
MLS Listing,,Condo/Co-op,918 Camino De La Reina #56,San Diego,CA,92108,759999,2,2.5,92108 - Mission Valley,1235,,1997,3,615,260,Active,,,https://www.redfin.com/CA/San-Diego/918-Camino-De-La-Reina-92108/unit-56/home/5260847,CRMLS,NDP2210178,N,Y,32.7682096,-117.1563922
MLS Listing,,Single Family Residential,7566 Delfina,San Diego,CA,92127,2600000,4,4,92127 - Rancho Bernardo,3022,7840,2003,3,860,550,Active,,,https://www.redfin.com/CA/San-Diego/7566-Delfina-92127/home/6482836,CRMLS,NDP2210169,N,Y,32.9858912,-117.164089
MLS Listing,,Single Family Residential,923 Bucky Ln,National City,CA,91950,980000,4,2,91950 - National City,1779,5568,1964,3,551,,Active,,,https://www.redfin.com/CA/National-City/923-Bucky-Ln-91950/home/5899263,CRMLS,PTP2206546,N,Y,32.6885291,-117.1007138
MLS Listing,,Condo/Co-op,2920 Briarwood Rd Unit D4,Bonita,CA,91902,374900,2,1,Bonita,742,,1980,3,505,308,Active,,,https://www.redfin.com/CA/Bonita/2920-Briarwood-Rd-91902/unit-D4/home/6444153,SDMLS,220025360,N,Y,32.6798863,-117.0301695
MLS Listing,,Townhouse,16750 Coyote Bush Dr #47,San Diego,CA,92127,1175000,3,2.5,Rancho Bernardo,1787,,2019,3,658,442,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/16750-Coyote-Bush-Dr-92127/unit-47/home/167684527,SDMLS,220025358,N,Y,33.0193536,-117.1295693
MLS Listing,,Vacant Land,1325 S 45th St,San Diego,CA,92113,725000,0,,San Diego,,,,3,,,Active,,,https://www.redfin.com/CA/San-Diego/1325-S-45th-St-92113/home/5898320,SDMLS,220025354,N,Y,32.6927972,-117.0978181
MLS Listing,,Single Family Residential,1725 Monmouth Dr,San Diego,CA,92109,2399900,4,3,Pacific Beach,2089,,1959,3,1149,,Active,,,https://www.redfin.com/CA/San-Diego/1725-Monmouth-Dr-92109/home/5137172,SDMLS,220025351,N,Y,32.8075952,-117.2403981
MLS Listing,,Single Family Residential,5029 Voltaire St,San Diego,CA,92107,1299990,2,2,Ocean Beach,1136,1990,1951,3,1144,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/5029-Voltaire-St-92107/home/5329291,SDMLS,220025350,N,Y,32.7522637,-117.2473339
MLS Listing,,Condo/Co-op,350 Nutmeg St #402,San Diego,CA,92103,1299900,2,2,Hillcrest,1811,,2004,3,718,540,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/350-Nutmeg-St-92103/unit-402/home/6639582,SDMLS,220025343,N,Y,32.7338101,-117.1614469
MLS Listing,,Single Family Residential,7910 La Jolla Shores Dr,La Jolla,CA,92037,2100000,5,2,La Jolla,1596,,1952,3,1316,,Active,,,https://www.redfin.com/CA/La-Jolla/7910-La-Jolla-Shores-Dr-92037/home/4878166,SDMLS,220025339,N,Y,32.850567,-117.2554636
MLS Listing,,Single Family Residential,2939 Governor Dr W,San Diego,CA,92122,1350000,4,3,University City,1780,6600,1962,3,758,,Active,,,https://www.redfin.com/CA/San-Diego/2939-Governor-Dr-92122/home/6233705,SDMLS,220025337,N,Y,32.8500641,-117.2214728
MLS Listing,,Single Family Residential,18260 Moon Song Ct,San Diego,CA,92127,1495000,4,2.5,Rancho Bernardo,2620,20100,1990,3,571,91,Active,,,https://www.redfin.com/CA/San-Diego/18260-Moon-Song-Ct-92127/home/6265841,SDMLS,220025335,N,Y,33.0431735,-117.0893143
MLS Listing,,Single Family Residential,7511 Plein Aire,San Diego,CA,92127,4295000,5,6,Santaluz,5545,,2007,3,775,550,Active,,,https://www.redfin.com/CA/San-Diego/7511-Plein-Aire-Ct-92127/home/7463525,SDMLS,220025336,N,Y,32.9958681,-117.1683394
MLS Listing,,Condo/Co-op,530 K St #1013,San Diego,CA,92101,689000,2,2,San Diego,943,30080,2005,3,731,650,Active,,,https://www.redfin.com/CA/San-Diego/530-K-St-92101/unit-1013/home/6655139,SDMLS,220025334,N,Y,32.7085215,-117.1596088
MLS Listing,,Single Family Residential,4471 Long Branch Ave,San Diego,CA,92107,999000,2,1,Ocean Beach,902,4000,1927,3,1108,,Active,,,https://www.redfin.com/CA/San-Diego/4471-Long-Branch-Ave-92107/home/5339163,SDMLS,220025333,N,Y,32.7451086,-117.2386986
MLS Listing,,Single Family Residential,2219 32nd St,San Diego,CA,92104,970000,2,1,92104 - North Park,784,5000,1926,3,1237,,Active,,,https://www.redfin.com/CA/San-Diego/2219-32nd-St-92104/home/5817284,CRMLS,ND22216906,N,Y,32.7290347,-117.1251195
MLS Listing,,Condo/Co-op,1940 3rd Ave #403,San Diego,CA,92101,795000,2,2,San Diego,861,,1981,3,923,523,Active,,,https://www.redfin.com/CA/San-Diego/1940-3rd-Ave-92101/unit-403/home/5751259,SDMLS,220025331,N,Y,32.7256984,-117.162274
MLS Listing,,Single Family Residential,15992 Sarah Ridge Ct,San Diego,CA,92127,2499000,5,4.5,Rancho Bernardo,3894,12175,2018,3,642,181,Active,October-9-2022 11:00 AM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/15992-Sarah-Ridge-Ct-92129/home/144493626,SDMLS,220025325,N,Y,32.9926566,-117.101771
MLS Listing,,Condo/Co-op,,San Diego,CA,92101,1235000,2,2,Downtown,1262,,2009,1,979,917,Active,,,https://www.redfin.com/CA/San-Diego/Pacific-Hwy-92101/home/22644841,SDMLS,220025323,N,Y,32.7203821,-117.1703611
MLS Listing,,Condo/Co-op,17937 Avenida Alozdra,San Diego,CA,92128,735000,2,2,Rancho Bernardo,1328,,1988,3,553,385,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/17937-Avenida-Alozdra-92128/home/4212934,SDMLS,220025321,N,Y,33.0400373,-117.0489235
MLS Listing,,Townhouse,550 15Th St #609,San Diego,CA,92101,429800,0,1,San Diego,725,,2006,3,593,506,Active,,,https://www.redfin.com/CA/San-Diego/550-15th-St-92101/unit-609/home/7545249,SDMLS,220025318,N,Y,32.7113355,-117.1506941
MLS Listing,,Townhouse,9230 Lake Murray Blvd Unit G,San Diego,CA,92119,690000,3,2.5,San Carlos,1745,79937,1986,3,395,410,Active,,,https://www.redfin.com/CA/San-Diego/9230-Lake-Murray-Blvd-92119/unit-G/home/4979074,SDMLS,SDC0000497,N,Y,32.8123566,-117.0088336
MLS Listing,,Single Family Residential,3430 Lowell St,San Diego,CA,92106,2875000,4,3,Point Loma,2654,5563,2007,3,1083,,Active,,,https://www.redfin.com/CA/San-Diego/3430-Lowell-St-92106/home/12153144,SDMLS,220025312,N,Y,32.7315244,-117.2301548
MLS Listing,,Single Family Residential,10167 Drumcliff Ave,San Diego,CA,92126,899500,3,2,Mira Mesa,1777,5000,1972,3,506,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/10167-Drumcliff-Ave-92126/home/4851867,SDMLS,220025311,N,Y,32.9026065,-117.14171
MLS Listing,,Single Family Residential,842 Banneker Dr,San Diego,CA,92114,689900,4,2,Encanto,1628,4677,1978,3,424,,Active,,,https://www.redfin.com/CA/San-Diego/842-Banneker-Dr-92114/home/6014569,SDMLS,220025308,N,Y,32.7123773,-117.0332271
MLS Listing,,Condo/Co-op,12415 Horado Rd,San Diego,CA,92128,897500,2,2,92128 - Rancho Bernardo,1402,6200,1964,3,640,35,Active,October-9-2022 02:00 PM,October-9-2022 05:00 PM,https://www.redfin.com/CA/San-Diego/12415-Horado-Rd-92128/home/4244094,CRMLS,NDP2210165,N,Y,33.0116104,-117.0617783
MLS Listing,,Single Family Residential,11025 Bootes St,San Diego,CA,92126,875000,4,2,Mira Mesa,1614,5400,1972,3,542,23,Active,,,https://www.redfin.com/CA/San-Diego/11025-Bootes-St-92126/home/4796460,SDMLS,220025296,N,Y,32.9211515,-117.132289
MLS Listing,,Condo/Co-op,2610 Torrey Pines Rd Unit D-26,La Jolla,CA,92037,765000,2,2,La Jolla,1160,,1966,3,659,623,Active,,,https://www.redfin.com/CA/La-Jolla/2610-Torrey-Pines-Rd-92037/unit-D26/home/4879295,SDMLS,220025295,N,Y,32.852002,-117.247423
MLS Listing,,Single Family Residential,4778 Thurston Pl,San Diego,CA,92130,2899000,5,3.5,Carmel Valley,3502,8859,1992,3,828,74,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/4778-Thurston-Pl-92130/home/6275606,SDMLS,220025288,N,Y,32.9630437,-117.2146281
MLS Listing,,Single Family Residential,1820 Diamond,San Diego,CA,92109,795000,2,1,Pacific Beach,750,,1979,3,1060,,Active,,,https://www.redfin.com/CA/San-Diego/1820-Diamond-St-92109/home/182164716,SDMLS,220025285,N,Y,32.8038865,-117.2375714
MLS Listing,,Townhouse,4240 Menlo Ave #11,San Diego,CA,92115,379000,1,1,San Diego,663,,1982,3,572,276,Active,,,https://www.redfin.com/CA/San-Diego/4240-Menlo-Ave-92115/unit-11/home/5496897,SDMLS,220025286,N,Y,32.7540779,-117.0948073
MLS Listing,,Townhouse,2862 6Th Ave #102,San Diego,CA,92103,2575000,3,3.5,San Diego,2765,,2018,3,931,2025,Active,,,https://www.redfin.com/CA/San-Diego/2862-Sixth-Ave-92103/unit-102/home/167587910,SDMLS,220025283,N,Y,32.735382,-117.1597983
MLS Listing,,Single Family Residential,6788 Madrone,San Diego,CA,92114,640000,3,3,San Diego,1206,,1956,3,531,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/6788-Madrone-Ave-92114/home/6437782,SDMLS,220025280,N,Y,32.709027,-117.05171
MLS Listing,,Single Family Residential,6145 Baltimore Dr,La Mesa,CA,91942,1045000,3,3,La Mesa,1730,,1964,3,604,,Active,,,https://www.redfin.com/CA/La-Mesa/6145-Baltimore-Dr-91942/home/6246475,SDMLS,220025278,N,Y,32.7903414,-117.0362157
MLS Listing,,Single Family Residential,2916 Larkin Pl,San Diego,CA,92123,990000,4,2.5,Serra Mesa,1824,6000,1961,1,543,,Active,,,https://www.redfin.com/CA/San-Diego/2916-Larkin-Pl-92123/home/5214854,SDMLS,220025276,N,Y,32.7963058,-117.1346098
MLS Listing,,Single Family Residential,7960 Cicada Ct,San Diego,CA,92129,1500000,4,3,Rancho Penasquitos,2284,36154,1993,3,657,,Active,,,https://www.redfin.com/CA/San-Diego/7960-Cicada-Ct-92129/home/4556384,SDMLS,220025273,N,Y,32.9437342,-117.1514064
MLS Listing,,Single Family Residential,4981 Mount Antero Dr,San Diego,CA,92111,939000,3,2,92111 - Linda Vista,1196,6100,1961,3,785,,Active,,,https://www.redfin.com/CA/San-Diego/4981-Mt-Antero-Dr-92111/home/5154809,CRMLS,NDP2210158,N,Y,32.8086015,-117.1875223
MLS Listing,,Condo/Co-op,12670 Springbrook Dr Unit C,San Diego,CA,92128,759000,2,2,San Diego,1200,,1993,3,633,388,Active,,,https://www.redfin.com/CA/San-Diego/12670-Springbrook-Dr-92128/unit-C/home/4780669,SDMLS,220025272,N,Y,32.9463868,-117.0854975
MLS Listing,,Single Family Residential,6972 Glidden St,San Diego,CA,92111,849999,3,2,San Diego,1038,5400,1950,3,819,,Active,,,https://www.redfin.com/CA/San-Diego/6972-Glidden-St-92111/home/5243973,SDMLS,220025262,N,Y,32.7738936,-117.1698787
MLS Listing,,Single Family Residential,6982 Enders Ave,San Diego,CA,92122,1399000,5,2,University City,1680,6600,1970,3,833,,Active,,,https://www.redfin.com/CA/San-Diego/6982-Enders-Ave-92122/home/4898335,SDMLS,220025260,N,Y,32.8566631,-117.1882574
MLS Listing,,Condo/Co-op,5055 Collwood Blvd #220,San Diego,CA,92115,515000,2,2,San Diego,971,,1974,3,530,325,Active,,,https://www.redfin.com/CA/San-Diego/5055-Collwood-Blvd-92115/unit-220/home/5469426,SDMLS,220025259,N,Y,32.7695388,-117.0853841
MLS Listing,,Condo/Co-op,3234 Ashford St Unit K,Linda Vista,CA,92111,385000,2,1,92111 - Linda Vista,716,,1975,3,538,356,Active,,,https://www.redfin.com/CA/San-Diego/3234-Ashford-St-92111/unit-K/home/5208836,CRMLS,PTP2206565,N,Y,32.8032569,-117.1600918
MLS Listing,,Single Family Residential,6422 50th St,San Diego,CA,92120,829000,3,2,92120 - Del Cerro,1294,5600,1955,3,641,,Active,,,https://www.redfin.com/CA/San-Diego/6422-50th-St-92120/home/5430584,CRMLS,PTP2206559,N,Y,32.7901391,-117.0860507
MLS Listing,,Single Family Residential,3337 L St,San Diego,CA,92102,680000,3,2,92113 - Logan Heights,1474,6250,1925,3,461,,Active,,,https://www.redfin.com/CA/San-Diego/3337-L-St-92102/home/5858942,CRMLS,PTP2206560,N,Y,32.7074513,-117.1217185
MLS Listing,,Single Family Residential,8150 Silverwind Dr,San Diego,CA,92127,4100000,5,5.5,92127 - Rancho Bernardo,4936,28749,2020,3,831,520,Active,,,https://www.redfin.com/CA/San-Diego/8150-Silverwind-Dr-92127/home/22647201,CRMLS,NDP2210154,N,Y,33.0240024,-117.14279
MLS Listing,,Condo/Co-op,500 W Harbor Dr #130,San Diego,CA,92101,1099900,2,2.5,Downtown,1609,102536,1994,3,684,1044,Active,,,https://www.redfin.com/CA/San-Diego/500-W-Harbor-Dr-92101/unit-130/home/6458037,SDMLS,220025254,N,Y,32.7109658,-117.1664555
MLS Listing,,Single Family Residential,2351 Star Pine Dr,Lemon Grove,CA,91945,659999,3,2.5,Lemon Grove,1576,,1994,3,419,78,Active,October-9-2022 02:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/Lemon-Grove/2351-Star-Pine-Dr-91945/home/22263904,SDMLS,220025250,N,Y,32.7306246,-117.05879
MLS Listing,,Townhouse,12680 Elisa Ln #221,San Diego,CA,92128,769000,3,2,Sabre Spr,1227,,2005,3,627,325,Active,,,https://www.redfin.com/CA/San-Diego/12680-Elisa-Ln-92128/unit-221/home/6668163,SDMLS,220025249,N,Y,32.9481833,-117.0949912
MLS Listing,,Single Family Residential,1725 W Montecito,San Diego,CA,92103,1895000,3,3,Mission Hills,1928,5300,1950,4,983,,Active,,,https://www.redfin.com/CA/San-Diego/1725-W-Montecito-Way-92103/home/5282212,SDMLS,220025244,N,Y,32.7523626,-117.1791257
MLS Listing,,Condo/Co-op,620 State St #123,San Diego,CA,92101,750000,2,2,San Diego,1048,42936,1989,3,716,552,Active,,,https://www.redfin.com/CA/San-Diego/620-State-St-92101/unit-123/home/5770904,SDMLS,220025241,N,Y,32.7117657,-117.1667085
MLS Listing,,Condo/Co-op,5452 Adobe Fls #2,San Diego,CA,92120,470000,2,2,Del Cerro,1144,,2000,4,411,390,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/5452-Adobe-Falls-Rd-92120/unit-2/home/5439672,SDMLS,220025240,N,Y,32.7818037,-117.0819383
MLS Listing,,Condo/Co-op,5661 Adobe Falls Rd,San Diego,CA,92120,775000,3,2,San Diego,1368,,1981,2,567,550,Active,,,https://www.redfin.com/CA/San-Diego/5661-Adobe-Falls-Rd-92120/home/182151578,SDMLS,220025239,N,Y,32.7809569,-117.0778912
MLS Listing,,Single Family Residential,3017 Goldsmith St,San Diego,CA,92106,1699000,4,2,Point Loma,1794,6334,1925,4,947,,Active,October-9-2022 12:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/3017-Goldsmith-St-92106/home/5357175,SDMLS,220025238,N,Y,32.7413463,-117.2157306
MLS Listing,,Single Family Residential,15155 Segovia Ct,San Diego,CA,92129,1190000,3,2.5,Rancho Penasquitos,1760,,1970,4,676,,Active,,,https://www.redfin.com/CA/San-Diego/15155-Segovia-Ct-92129/home/4613420,SDMLS,220025235,N,Y,32.9892998,-117.0863265
MLS Listing,,Multi-Family (2-4 Unit),3144-3148 Newton,San Diego,CA,92113,1049000,8,4,Logan Heights,2439,8993,1920,4,430,,Active,,,https://www.redfin.com/CA/San-Diego/3144-Newton-Ave-92113/home/5890442,SDMLS,220025234,N,Y,32.6951506,-117.1263144
MLS Listing,,Townhouse,11056 Via San Marco,San Diego,CA,92129,625000,2,1.5,Rancho Penasquitos,1056,,1972,4,592,395,Active,,,https://www.redfin.com/CA/San-Diego/11056-Via-San-Marco-92129/home/4615666,SDMLS,220025230,N,Y,32.9679316,-117.0956611
MLS Listing,,Single Family Residential,2201 La Amatista Rd,Del Mar,CA,92014,6250000,3,3,92014 - Del Mar,3020,7000,1978,2,2070,,Active,,,https://www.redfin.com/CA/Del-Mar/2201-La-Amatista-Rd-92014/home/4424703,CRMLS,NP22211439,N,Y,32.9507044,-117.2590001
MLS Listing,,Single Family Residential,17033 Silver Crest Dr,San Diego,CA,92127,1795000,5,4.5,Rancho Bernardo,3390,5689,2006,4,529,90,Active,,,https://www.redfin.com/CA/San-Diego/17033-Silver-Crest-Dr-92127/home/6679643,SDMLS,220025229,N,Y,33.025816,-117.114089
MLS Listing,,Townhouse,12551 El Camino Real Unit E,San Diego,CA,92130,1219000,3,2.5,Carmel Valley,1564,,1997,4,779,375,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/12551-El-Camino-Real-92130/unit-E/home/4516138,SDMLS,220025228,N,Y,32.9457974,-117.2349806
MLS Listing,,Single Family Residential,4595 Mount King Dr,San Diego,CA,92117,1049000,3,2,Clairemont,1318,6900,1959,4,796,,Active,,,https://www.redfin.com/CA/San-Diego/4595-Mt-King-Dr-92117/home/4961015,SDMLS,220025226,N,Y,32.8234633,-117.194414
MLS Listing,,Single Family Residential,7740 Eads Ave,La Jolla,CA,92037,4650000,7,9,La Jolla,6678,3911,2003,4,696,,Active,,,https://www.redfin.com/CA/La-Jolla/7740-Eads-Ave-92037/home/4907582,SDMLS,220025224,N,Y,32.843705,-117.276669
MLS Listing,,Single Family Residential,2544 Arnott St,San Diego,CA,92110,1490000,4,2.5,Bay Park,2116,11400,1966,4,704,,Active,October-9-2022 10:00 AM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/2544-Arnott-St-92110/home/5219650,SDMLS,220025223,N,Y,32.787033,-117.1937707
MLS Listing,,Townhouse,425 W Beech St #1704,San Diego,CA,92101,1081000,3,2.5,Downtown,1458,,2004,4,741,898,Active,,,https://www.redfin.com/CA/San-Diego/425-W-Beech-St-92101/unit-1704/home/6674501,SDMLS,220025221,N,Y,32.7206773,-117.1668231
MLS Listing,,Single Family Residential,2382 Chalcedony St,San Diego,CA,92109,1598300,3,2,Pacific Beach,1902,2600,1973,3,840,,Active,,,https://www.redfin.com/CA/San-Diego/2382-Chalcedony-St-92109/home/5145758,SDMLS,220025218,N,Y,32.8078028,-117.227858
MLS Listing,,Single Family Residential,1027 Manchester St,National City,CA,91950,685000,3,2,National City,1141,7300,1959,4,600,,Active,,,https://www.redfin.com/CA/National-City/1027-Manchester-St-91950/home/6229218,SDMLS,220025216,N,Y,32.6838639,-117.0696396
MLS Listing,,Condo/Co-op,877 Island Ave #407,San Diego,CA,92101,975000,2,2,Downtown,1674,40120,2002,4,582,785,Active,,,https://www.redfin.com/CA/San-Diego/877-Island-Ave-92101/unit-407/home/6587242,SDMLS,220025217,N,Y,32.7102058,-117.1568674
MLS Listing,,Single Family Residential,5074 La Paz Dr,San Diego,CA,92113,629500,3,2,San Diego,1050,5300,1956,3,600,,Active,October-9-2022 10:00 AM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/5074-La-Paz-Dr-92113/home/5877076,SDMLS,220025214,N,Y,32.6983151,-117.0856829
MLS Listing,,Townhouse,1787 Bayview Heights Dr #77,San Diego,CA,92105,319999,1,1,City Heights,521,187812,1979,2,614,238,Active,,,https://www.redfin.com/CA/San-Diego/1787-Bayview-Heights-Dr-92105/unit-77/home/6646169,SDMLS,220025212,N,Y,32.7237958,-117.0778912
MLS Listing,,Single Family Residential,5186 Maynard St,San Diego,CA,92122,2375000,5,5,University City,3706,8283,2022,4,641,,Active,,,https://www.redfin.com/CA/San-Diego/5186-Maynard-St-92122/home/4904512,SDMLS,220025210,N,Y,32.8497466,-117.1834102
MLS Listing,,Condo/Co-op,702 Ash St #406,San Diego,CA,92101,639000,2,2,Downtown,1120,,1929,3,571,932,Active,,,https://www.redfin.com/CA/San-Diego/702-Ash-St-92101/unit-406/home/11915901,SDMLS,220025206,N,Y,32.7202803,-117.1579149
MLS Listing,,Single Family Residential,4612 Seda Dr,San Diego,CA,92124,1125000,4,3,Tierrasanta,2474,9000,1977,4,455,,Active,,,https://www.redfin.com/CA/San-Diego/4612-Seda-Dr-92124/home/4990884,SDMLS,220025205,N,Y,32.8242406,-117.0830398
MLS Listing,,Single Family Residential,11787 Mandrake Ct,San Diego,CA,92131,1699900,4,2.5,Scripps Ranch,2379,12819,1999,4,715,42,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/11787-Mandrake-Ct-92131/home/4826701,SDMLS,220025204,N,Y,32.9244422,-117.0771787
MLS Listing,,Single Family Residential,3610 Gaylord Ct,San Diego,CA,92117,985000,3,2,Clairemont,1290,,1965,4,764,,Active,,,https://www.redfin.com/CA/San-Diego/3610-Gaylord-Ct-92117/home/6237923,SDMLS,220025199,N,Y,32.8415639,-117.209391
MLS Listing,,Condo/Co-op,645 Front St #1809,San Diego,CA,92101,1190000,2,2.5,Downtown,1713,59317,2003,4,695,1089,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/645-Front-St-92101/unit-1809/home/6587171,SDMLS,220025196,N,Y,32.7122584,-117.1645506
MLS Listing,,Single Family Residential,10377 Red Cedar Pl,San Diego,CA,92131,1150000,4,3,Scripps Ranch,1690,,1973,4,680,,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/10377-Red-Cedar-Pl-92131/home/182148042,SDMLS,220025195,N,Y,32.9090351,-117.0918496
MLS Listing,,Single Family Residential,5634 Camber Pl,San Diego,CA,92117,1024900,3,2,Clairemont,1080,,1966,4,949,,Active,,,https://www.redfin.com/CA/San-Diego/5634-Camber-Pl-92117/home/4969607,SDMLS,220025194,N,Y,32.824211,-117.1764033
MLS Listing,,Single Family Residential,18143 Sun Maiden Ct,San Diego,CA,92127,1425000,4,3,Rancho Bernardo,2857,6126,1989,4,499,91,Active,,,https://www.redfin.com/CA/San-Diego/18143-Sun-Maiden-Ct-92127/home/6265621,SDMLS,220025193,N,Y,33.0404218,-117.0895901
MLS Listing,,Single Family Residential,634 Arenas St,La Jolla,CA,92037,2450000,2,2,La Jolla,1514,,1943,4,1618,,Active,,,https://www.redfin.com/CA/La-Jolla/634-Arenas-St-92037/home/4913645,SDMLS,220025190,N,Y,32.8356533,-117.2757634
MLS Listing,,Multi-Family (2-4 Unit),6737-43 Thomson Ct,San Diego,CA,92111,2295000,10,6,Linda Vista,4000,,2022,4,574,,Active,,,https://www.redfin.com/CA/San-Diego/6737-Thomson-Ct-92111/home/5221095,SDMLS,220025188,N,Y,32.7900915,-117.17406
MLS Listing,,Condo/Co-op,2400 5th Ave #217,San Diego,CA,92101,599950,1,1,San Diego,800,,2003,4,750,525,Active,,,https://www.redfin.com/CA/San-Diego/2400-Fifth-Ave-92101/unit-217/home/7543207,SDMLS,220025183,N,Y,32.7308032,-117.1604704
MLS Listing,,Townhouse,3665 Marlesta,San Diego,CA,92111,699900,2,2.5,Linda Vista,1470,,1986,4,476,420,Active,,,https://www.redfin.com/CA/San-Diego/3665-Marlesta-Dr-92111/home/5170270,SDMLS,220025181,N,Y,32.8107421,-117.1683886
MLS Listing,,Single Family Residential,9608 Deer Trail Dr,San Diego,CA,92127,2495000,5,4.5,Rancho Bernardo,3870,11129,2003,4,645,90,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/9608-Deer-Trail-Dr-92127/home/6493973,SDMLS,220025180,N,Y,33.0048698,-117.1215576
MLS Listing,,Condo/Co-op,2900 Via Alta Pl,San Diego,CA,92108,1249000,3,3,92108 - Mission Valley,1515,296000,2020,4,824,471,Active,,,https://www.redfin.com/CA/San-Diego/2900-Via-Alta-Pl-92108/home/144891905,CRMLS,PW22215965,N,Y,32.78317,-117.145065
MLS Listing,,Single Family Residential,3851 Curtis,San Diego,CA,92110,1475000,4,2,Point Loma,1672,8300,1965,3,882,,Active,,,https://www.redfin.com/CA/San-Diego/3851-Curtis-St-92110/home/5348341,SDMLS,220025178,N,Y,32.745238,-117.227169
MLS Listing,,Condo/Co-op,845 Fort Stockton Dr #507,San Diego,CA,92103,1250000,2,2,92103 - Mission Hills,1319,,2009,4,948,683,Active,,,https://www.redfin.com/CA/San-Diego/845-Fort-Stockton-Dr-92103/unit-507/home/35629849,CRMLS,PTP2206540,N,Y,32.7506535,-117.1709475
MLS Listing,,Single Family Residential,15710 Kristen Gln,San Diego,CA,92127,1450000,4,2.5,Rancho Bernardo,2360,3312,2010,4,614,168,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/15710-Kristen-Gln-92127/home/22390268,SDMLS,220025173,N,Y,33.013738,-117.1395961
MLS Listing,,Condo/Co-op,10797 San Diego Mission Rd #313,San Diego,CA,92108,454900,2,1,Mission Valley,766,,1981,4,594,376,Active,,,https://www.redfin.com/CA/San-Diego/10797-San-Diego-Mission-Rd-92108/unit-313/home/5233069,SDMLS,220025171,N,Y,32.7835926,-117.1075854
MLS Listing,,Single Family Residential,3762 Mount Abbey Ave,San Diego,CA,92111,939000,3,2,92117 - Clairemont Mesa,1667,5100,1959,4,563,,Active,,,https://www.redfin.com/CA/San-Diego/3762-Mt-Abbey-Ave-92111/home/5153649,CRMLS,OC22215345,N,Y,32.8100911,-117.1806305
